Test motor Data
q1,q2,q3,q6,q7
10.8654,15.1367,11.4913,1.51712,0.13606,
10.9105,15.2064,11.539,1.51824,0.140865,
10.9577,15.2721,11.5758,1.51901,0.144234,
10.999,15.3294,11.6173,1.5196,0.147124,
11.0434,15.394,11.6559,1.52006,0.149333,
11.085,15.4545,11.6988,1.52041,0.150916,
11.1124,15.4971,11.7223,1.52058,0.151432,
11.1573,15.5602,11.7675,1.52096,0.151524,
11.2047,15.6318,11.8133,1.52122,0.150659,
11.2513,15.7024,11.8549,1.52155,0.14856,
11.3014,15.7728,11.9047,1.52198,0.145246,
11.3539,15.8469,11.9533,1.5228,0.141638,
11.4024,15.9206,11.9965,1.52367,0.13757,
11.4539,15.9942,12.0445,1.52481,0.133336,
11.5011,16.0671,12.0906,1.52599,0.129783,
11.5314,16.11,12.1188,1.52687,0.127463,
11.5749,16.1762,12.1646,1.52809,0.125033,
11.616,16.2395,12.2084,1.52934,0.123266,
11.667,16.3188,12.2515,1.53078,0.122106,
11.6932,16.3602,12.2884,1.53151,0.122088,
11.744,16.4415,12.3324,1.53265,0.123266,
11.7891,16.5176,12.3795,1.53337,0.125733,
11.8346,16.5902,12.422,1.53389,0.129157,
11.8758,16.6592,12.4651,1.53396,0.133225,
11.9147,16.7278,12.5072,1.53396,0.137551,
11.9564,16.7962,12.5504,1.53396,0.142172,
11.9979,16.8702,12.5956,1.53396,0.14694,
12.0394,16.942,12.6397,1.53396,0.151284,
12.0863,17.0215,12.6889,1.53309,0.155537,
12.1265,17.1054,12.7406,1.53309,0.158722,
12.1598,17.1521,12.7717,1.53309,0.160268,
12.2072,17.2386,12.8238,1.53368,0.162127,
12.2467,17.3119,12.8677,1.53457,0.162716,
12.2899,17.3938,12.913,1.53599,0.163306,
12.3287,17.4716,12.9622,1.53775,0.163306,
12.372,17.5621,13.0113,1.53956,0.162035,
12.4089,17.6285,13.0554,1.54105,0.16106,
12.4472,17.7112,13.0995,1.54258,0.159734,
12.4844,17.7851,13.1503,1.54362,0.158593,
12.5215,17.8594,13.187,1.54423,0.157654,
12.5582,17.9367,13.2319,1.54456,0.156844,
12.5963,18.023,13.2809,1.54456,0.156255,
12.6261,18.0821,13.316,1.5437,0.155942,
12.6633,18.164,13.3667,1.5423,0.155555,
12.6982,18.2427,13.4081,1.5409,0.155132,
12.7308,18.318,13.4509,1.53981,0.155077,
12.7632,18.3953,13.4946,1.53878,0.154966,
12.7948,18.4752,13.5391,1.5381,0.154745,
12.8274,18.558,13.5854,1.5381,0.154506,
12.8457,18.6031,13.6109,1.5381,0.155371,
12.8738,18.6813,13.6539,1.53941,0.156513,
12.9042,18.7677,13.7046,1.54154,0.158887,
12.9327,18.8517,13.7472,1.54442,0.162201,
12.9572,18.9307,13.7898,1.54758,0.165975,
12.9785,19.0063,13.8299,1.55051,0.169583,
13.0003,19.0858,13.8722,1.55371,0.173743,
13.0187,19.1639,13.9128,1.55644,0.177646,
13.0344,19.2354,13.95,1.55843,0.18107,
13.0484,19.3115,13.9917,1.55982,0.184678,
13.0585,19.3798,14.0261,1.56025,0.187605,
13.0664,19.4518,14.0592,1.5596,0.190256,
13.07,19.4982,14.0846,1.55868,0.191784,
13.072,19.5425,14.1037,1.55734,0.192907,
13.0731,19.6184,14.1406,1.55412,0.194435,
13.0697,19.6852,14.1721,1.5506,0.195116,
13.0628,19.7556,14.2047,1.54648,0.195116,
13.0541,19.8224,14.237,1.54281,0.195116,
13.044,19.8855,14.2635,1.53998,0.195227,
13.0337,19.9445,14.2898,1.5381,0.195392,
13.0212,20.0071,14.3174,1.53703,0.196405,
13.0094,20.0634,14.3423,1.53692,0.197362,
12.9955,20.1258,14.3699,1.53847,0.198964,
12.9823,20.1826,14.3966,1.54073,0.200897,
12.9673,20.2453,14.423,1.54355,0.203768,
12.9517,20.3056,14.4528,1.54657,0.207579,
12.9359,20.3638,14.4758,1.54887,0.212034,
12.9199,20.4197,14.5024,1.55051,0.218017,
12.9089,20.4547,14.5192,1.55104,0.222232,
12.8899,20.5129,14.5425,1.55104,0.230553,
12.8702,20.5684,14.5668,1.54867,0.240034,
12.8563,20.6046,14.5823,1.54609,0.247802,
12.834,20.6613,14.6063,1.54118,0.25929,
12.8108,20.7188,14.6315,1.53438,0.273391,
12.7884,20.7711,14.6525,1.52768,0.286866,
12.764,20.8265,14.6754,1.51997,0.301998,
12.7439,20.8707,14.6925,1.51434,0.31332,
12.7277,20.9057,14.7038,1.51069,0.32177,
12.7057,20.9537,14.7227,1.50603,0.334011,
12.6836,21.0017,14.7417,1.50298,0.345756,
12.6599,21.0532,14.7624,1.50106,0.358146,
12.6366,21.1036,14.7827,1.5004,0.37105,
12.6146,21.1508,14.8026,1.49981,0.384084,
12.5978,21.1871,14.8163,1.49981,0.39489,
12.5708,21.2434,14.8384,1.49981,0.411495,
12.5436,21.2978,14.8591,1.49981,0.428486,
12.5139,21.3557,14.8807,1.49858,0.447374,
12.4864,21.408,14.9019,1.49619,0.463923,
12.4554,21.4646,14.9202,1.49313,0.479147,
12.429,21.5124,14.9381,1.48972,0.490671,
12.401,21.5623,14.9548,1.48619,0.500262,
12.373,21.6122,14.9724,1.48225,0.508878,
12.3444,21.6639,14.992,1.47886,0.514787,
12.3143,21.7197,15.0117,1.47577,0.519905,
12.2873,21.7705,15.0302,1.47386,0.523678,
12.2584,21.8302,15.0535,1.47257,0.527986,
12.2384,21.8734,15.0716,1.47212,0.530895,
12.2125,21.9373,15.0977,1.47301,0.534724,
12.1974,21.9789,15.1163,1.47395,0.537227,
12.1732,22.0487,15.1419,1.47599,0.540928,
12.1539,22.114,15.1713,1.47809,0.544389,
12.1334,22.1816,15.1979,1.47976,0.547297,
12.1145,22.2489,15.2267,1.48056,0.54923,
12.0964,22.3136,15.2547,1.48094,0.550298,
12.0798,22.372,15.2804,1.47934,0.550335,
12.0599,22.4364,15.3085,1.47617,0.548365,
12.0378,22.5047,15.3401,1.47144,0.544002,
12.0191,22.5561,15.3652,1.46715,0.539271,
11.9946,22.6203,15.3887,1.46154,0.530784,
11.9687,22.683,15.4182,1.45511,0.517806,
11.942,22.7428,15.4402,1.45011,0.504331,
11.9157,22.8037,15.4656,1.44504,0.487763,
11.8882,22.8662,15.491,1.44061,0.468986,
11.8726,22.9019,15.5054,1.43851,0.458585,
11.846,22.9611,15.5292,1.43514,0.440765,
11.8296,22.9969,15.5448,1.43312,0.430253,
11.8097,23.0355,15.5581,1.43094,0.420552,
11.7801,23.086,15.5758,1.42737,0.407905,
11.7449,23.1345,15.5909,1.42264,0.397743,
11.6937,23.1866,15.6028,1.41614,0.387526,
11.6452,23.2204,15.6099,1.41034,0.379297,
11.5861,23.2484,15.6142,1.40449,0.37013,
11.5202,23.2695,15.6165,1.39961,0.360925,
11.4481,23.2838,15.6175,1.39584,0.350671,
11.3598,23.299,15.6173,1.39319,0.338577,
11.2992,23.3036,15.6167,1.39221,0.330348,
11.1848,23.3158,15.6152,1.39201,0.315124,
11.0604,23.3203,15.6131,1.39289,0.297691,
10.9102,23.3255,15.6067,1.39615,0.275618,
10.7803,23.3226,15.6038,1.39946,0.257891,
10.5848,23.323,15.6042,1.40374,0.231879,
10.3838,23.3004,15.6003,1.40731,0.207837,
10.2035,23.2654,15.5967,1.40983,0.18593,
10.0922,23.2361,15.5884,1.41093,0.173007,
9.97632,23.1991,15.5849,1.41182,0.160066,
9.79084,23.1246,15.5759,1.41261,0.14035,
9.61747,23.0373,15.5687,1.41261,0.12496,
9.45564,22.9351,15.5476,1.41261,0.111227,
9.28385,22.8283,15.5159,1.41115,0.0994633,
9.18445,22.7507,15.4906,1.41036,0.0933148,
8.99963,22.6219,15.4179,1.40891,0.0844233,
8.80387,22.4759,15.3588,1.40767,0.0791031,
8.62123,22.3266,15.2619,1.40674,0.0773174,
8.43194,22.2025,15.1768,1.40615,0.0787901,
8.26158,22.0791,15.0802,1.40615,0.0839999,
8.09586,21.9581,14.9788,1.40615,0.091253,
7.94052,21.8412,14.8766,1.40615,0.0999788,
7.79367,21.7122,14.7678,1.40615,0.110417,
7.64793,21.5981,14.6608,1.40615,0.120965,
7.52459,21.4774,14.5561,1.40703,0.131182,
7.41256,21.3498,14.4493,1.40703,0.140515,
7.31609,21.2063,14.3226,1.40703,0.149867,
7.2101,21.0237,14.1974,1.40745,0.156641,
7.15196,20.8748,14.0914,1.40764,0.16025,
7.10641,20.7081,13.9778,1.40786,0.161538,
7.0772,20.5421,13.8619,1.4079,0.159992,
7.05999,20.3749,13.7548,1.4079,0.155353,
7.05139,20.1919,13.6461,1.40703,0.147805,
7.04989,20.0224,13.5399,1.40703,0.13814,
7.05226,19.8517,13.4332,1.40703,0.126212,
7.05727,19.6763,13.3234,1.40703,0.112497,
7.06325,19.4812,13.2002,1.40703,0.0974568,
7.06817,19.2676,13.0574,1.40703,0.0794897,
7.07012,19.0798,12.93,1.40703,0.0659775,
7.06824,18.8864,12.8174,1.40703,0.0537909,
7.06334,18.7187,12.7072,1.40703,0.0449178,
7.05568,18.5404,12.5897,1.40703,0.0380144,
7.04712,18.3782,12.4826,1.40703,0.033946,
7.03749,18.2123,12.3731,1.40703,0.032234,
7.02661,18.0266,12.251,1.40703,0.0333017,
7.01725,17.8598,12.1416,1.40703,0.0378119,
7.00935,17.6875,12.0296,1.40703,0.0455437,
7.00155,17.4709,11.8895,1.40703,0.0585772,
6.99712,17.2805,11.7605,1.40703,0.0730834,
6.99494,17.0972,11.6497,1.40703,0.0877921,
6.99437,16.9014,11.518,1.40703,0.104673,
6.9955,16.7132,11.4044,1.40703,0.119419,
6.99763,16.525,11.2711,1.40703,0.134183,
7.00052,16.3368,11.1638,1.40703,0.14624,
7.00331,16.157,11.0486,1.40703,0.155905,
7.00577,15.9817,10.936,1.40703,0.162993,
7.00828,15.7672,10.7849,1.40703,0.169233,
7.00978,15.585,10.6805,1.40703,0.171995,
7.01067,15.3993,10.5478,1.40703,0.17332,
7.01085,15.2062,10.4361,1.40703,0.173725,
7.01085,15.0092,10.3026,1.40703,0.172528,
7.00975,14.8289,10.186,1.40703,0.170632,
7.0083,14.6408,10.0716,1.40703,0.168331,
7.00692,14.4527,9.94596,1.40703,0.165643,
7.00574,14.2723,9.84096,1.40703,0.163361,
7.00467,14.0681,9.70738,1.40703,0.160931,
7.00384,13.8798,9.6137,1.40703,0.159256,
7.00338,13.6992,9.51824,1.40703,0.158133,
7.00338,13.538,9.43865,1.40703,0.157451,
7.00338,13.3653,9.35927,1.40703,0.15712,
7.00338,13.1848,9.28306,1.40703,0.156844,
7.00338,13.0162,9.218,1.40703,0.15677,
7.00338,12.8517,9.15475,1.40703,0.156531,
7.0045,12.6822,9.10596,1.40703,0.156034,
7.0045,12.5179,9.05305,1.40703,0.155334,
7.00518,12.3269,9.0075,1.40703,0.154598,
7.0056,12.1325,8.95996,1.40703,0.153696,
7.0056,11.9641,8.92043,1.40703,0.152776,
7.00584,11.7981,8.88173,1.40703,0.1518,
7.00607,11.6575,8.84774,1.40703,0.150659,
7.00631,11.5409,8.81412,1.40703,0.149444,
7.00635,11.4268,8.77558,1.40703,0.147916,
7.00635,11.3262,8.75197,1.40703,0.146369,
7.00635,11.2477,8.72126,1.40703,0.144676,
7.00525,11.1892,8.69291,1.40703,0.143074,
7.00525,11.1349,8.66014,1.40703,0.14127,
7.00525,11.0907,8.62179,1.40703,0.139135,
7.00525,11.0679,8.59344,1.40703,0.137257,
7.00525,11.0566,8.57129,1.40703,0.135434,
7.00525,11.0517,8.55265,1.40703,0.133373,
7.00525,11.0506,8.53824,1.40703,0.130998,
7.00525,11.0545,8.52581,1.40703,0.128273,
7.00525,11.0592,8.51697,1.40703,0.125254,
7.00525,11.0632,8.51217,1.40703,0.122217,
7.00525,11.0663,8.50905,1.40703,0.118498,
7.00525,11.0675,8.50903,1.40703,0.114503,
7.00525,11.0668,8.51064,1.40703,0.110306,
7.00525,11.0629,8.51318,1.40703,0.105465,
7.00525,11.0575,8.51559,1.40703,0.101047,
7.00525,11.0506,8.5181,1.40703,0.0966468,
7.00525,11.0426,8.52007,1.40703,0.0923944,
7.00525,11.0339,8.52147,1.40703,0.0882155,
7.00525,11.0244,8.52204,1.40703,0.0839078,
7.00525,11.0168,8.52171,1.40703,0.0807783,
7.00525,11.0105,8.52068,1.40703,0.0781642,
7.00525,11.0054,8.51887,1.40703,0.0759184,
7.00525,11.0014,8.51669,1.40703,0.0740591,
7.00525,10.9989,8.51381,1.40703,0.0723655,
7.00525,10.9981,8.51114,1.40703,0.0710952,
7.00525,10.9981,8.50928,1.40703,0.0698066,
7.00525,11.0002,8.50692,1.40703,0.0686837,
7.00525,11.0022,8.5049,1.40703,0.0674871,
7.00525,11.0046,8.50366,1.40703,0.0661985,
7.00525,11.0069,8.50356,1.40703,0.0647258,
7.00525,11.0091,8.50328,1.40703,0.0634003,
7.00525,11.011,8.50349,1.40703,0.0619644,
7.00525,11.0126,8.50399,1.40703,0.0605285,
7.00525,11.0136,8.50448,1.40703,0.0594056,
7.00525,11.0141,8.5052,1.40703,0.0584483,
7.00525,11.0146,8.50588,1.40703,0.0576199,
7.00525,11.0146,8.506,1.40703,0.0572885,
7.00525,11.0135,8.5071,1.40703,0.0572885,
7.00525,11.0123,8.50835,1.40703,0.0581722,
7.00525,11.011,8.50846,1.40703,0.0595528,
7.00525,11.0099,8.5083,1.40703,0.0613201,
7.00525,11.0087,8.50828,1.40703,0.0633451,
7.00525,11.0076,8.50816,1.40703,0.0657014,
7.00525,11.0068,8.50785,1.40703,0.068113,
7.00525,11.0062,8.50748,1.40703,0.0703773,
7.00525,11.0056,8.50722,1.40703,0.0731754,
7.00525,11.0056,8.50675,1.40703,0.0756422,
7.00525,11.0056,8.50652,1.40703,0.0773911,
7.00525,11.0056,8.50617,1.40703,0.078919,
7.00525,11.0056,8.506,1.40703,0.0802076,
7.00525,11.0068,8.506,1.40703,0.0811465,
7.00525,11.0073,8.50546,1.40703,0.0819013,
7.00525,11.0078,8.50567,1.40703,0.0821958,
7.00525,11.0083,8.50572,1.40703,0.0826008,
7.00525,11.0086,8.50598,1.40703,0.0826008,
7.00525,11.0089,8.50607,1.40703,0.0817356,
7.00525,11.0093,8.50607,1.40703,0.0808336,
7.00525,11.0094,8.506,1.40703,0.0799315,
7.00525,11.0094,8.506,1.40703,0.0789927,
7.00525,11.0094,8.506,1.40703,0.0782195,
7.00525,11.0094,8.506,1.40703,0.0776304,
7.00525,11.0094,8.506,1.40703,0.0773174,
7.00525,11.0094,8.506,1.40703,0.0773174,
7.00525,11.0083,8.5071,1.40703,0.0782011,
7.00525,11.0083,8.5071,1.40703,0.0789374,
7.00525,11.0083,8.506,1.40703,0.0804285,
7.00525,11.0083,8.506,1.40703,0.0823615,
7.00525,11.0083,8.506,1.40703,0.0842392,
7.00525,11.0083,8.506,1.40703,0.0859328,
7.00525,11.0083,8.506,1.40703,0.0873135,
7.00525,11.0083,8.506,1.40703,0.0884917,
7.00525,11.0083,8.506,1.40703,0.0892648,
7.00525,11.0083,8.506,1.40703,0.0896698,
7.00525,11.0083,8.506,1.40703,0.0901116,
7.00525,11.0083,8.506,1.40703,0.0902589,
7.00525,11.0083,8.506,1.40703,0.0893937,
7.00525,11.0083,8.506,1.40703,0.0884733,
7.00525,11.0083,8.506,1.40703,0.0877369,
7.00525,11.0083,8.506,1.40703,0.086798,
7.00525,11.0083,8.506,1.40703,0.086301,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861537,
7.00525,11.0083,8.506,1.40703,0.0861353,
7.00525,11.0083,8.506,1.40703,0.0860617,
7.00525,11.0083,8.506,1.40703,0.0853253,
7.00525,11.0083,8.506,1.40703,0.0845522,
7.00525,11.0083,8.506,1.40703,0.083871,
7.00525,11.0083,8.506,1.40703,0.083466,
7.00525,11.0083,8.506,1.40703,0.0832083,
7.00525,11.0083,8.506,1.40703,0.0832083,
7.00525,11.0083,8.506,1.40703,0.0832083,
7.00525,11.0083,8.506,1.40703,0.0832083,
7.00525,11.0083,8.506,1.40703,0.084681,
7.00525,11.0083,8.506,1.40703,0.0859144,
7.00525,11.0083,8.506,1.40703,0.0873687,
7.00525,11.0083,8.506,1.40703,0.0888966,
7.00525,11.0083,8.506,1.40703,0.0907375,
7.00525,11.0083,8.506,1.40703,0.092965,
7.00525,11.0083,8.506,1.40703,0.0951741,
7.00525,11.0083,8.506,1.40703,0.0978434,
7.00525,11.0083,8.506,1.40703,0.100789,
7.00525,11.0083,8.506,1.40703,0.104692,
7.00525,11.0083,8.506,1.40703,0.10957,
7.00525,11.0083,8.506,1.40703,0.114964,
7.00525,11.0083,8.506,1.40703,0.120634,
7.00525,11.0083,8.506,1.40703,0.126745,
7.00525,11.0083,8.506,1.40703,0.133133,
7.00525,11.0083,8.506,1.40703,0.13919,
7.00525,11.0083,8.506,1.40703,0.145099,
7.00525,11.0083,8.506,1.40703,0.15088,
7.00525,11.0083,8.506,1.40703,0.154801,
7.00525,11.0083,8.506,1.40703,0.157783,
7.00525,11.0083,8.506,1.40703,0.159992,
7.00525,11.0083,8.506,1.40703,0.160968,
7.00525,11.0083,8.506,1.40703,0.161538,
7.00525,11.0083,8.506,1.40703,0.161538,
7.00525,11.0083,8.506,1.40703,0.160066,
7.00525,11.0083,8.506,1.40703,0.158795,
7.00525,11.0083,8.506,1.40703,0.158004,
7.00525,11.0083,8.506,1.40703,0.156844,
7.00525,11.0083,8.506,1.40703,0.156255,
7.00525,11.0083,8.506,1.40703,0.156255,
7.00525,11.0083,8.506,1.40703,0.15747,
7.00525,11.0083,8.506,1.40703,0.158777,
7.00525,11.0083,8.506,1.40703,0.159495,
7.00525,11.0083,8.506,1.40703,0.160655,
7.00525,11.0083,8.506,1.40703,0.16163,
7.00525,11.0083,8.506,1.40703,0.162477,
7.00525,11.0083,8.506,1.40703,0.163121,
7.00525,11.0083,8.506,1.40703,0.163545,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163895,
7.00525,11.0083,8.506,1.40703,0.163029,
7.00525,11.0083,8.506,1.40703,0.162551,
7.00525,11.0083,8.506,1.40703,0.161962,
7.00525,11.0083,8.506,1.40703,0.161391,
7.00525,11.0083,8.506,1.40703,0.160636,
7.00525,11.0083,8.506,1.40703,0.159716,
7.00525,11.0083,8.506,1.40703,0.158446,
7.00525,11.0083,8.506,1.40703,0.157212,
7.00525,11.0083,8.506,1.40703,0.156218,
7.00525,11.0083,8.506,1.40703,0.155279,
7.00525,11.0083,8.506,1.40672,0.153383,
7.00525,11.0083,8.506,1.40578,0.151855,
7.00525,11.0083,8.506,1.40486,0.14937,
7.00525,11.0083,8.506,1.40383,0.146793,
7.00525,11.0083,8.506,1.40259,0.144197,
7.00525,11.0083,8.506,1.40132,0.142117,
7.00525,11.0083,8.506,1.39996,0.140423,
7.00525,11.0083,8.506,1.39915,0.139668,
7.00525,11.0083,8.506,1.39816,0.13884,
7.00525,11.0083,8.506,1.39558,0.137993,
7.00525,11.0083,8.506,1.39394,0.137993,
7.00525,11.0083,8.506,1.3924,0.138877,
7.00525,11.0083,8.506,1.39096,0.139981,
7.00525,11.0083,8.506,1.38958,0.141141,
7.00525,11.0083,8.506,1.38807,0.142467,
7.00525,11.0083,8.506,1.38674,0.143663,
7.00525,11.0083,8.506,1.38557,0.144841,
7.00525,11.0083,8.506,1.38446,0.145909,
7.00525,11.0083,8.506,1.38349,0.146885,
7.00525,11.0083,8.506,1.38251,0.147952,
7.00525,11.0083,8.506,1.38177,0.148762,
7.00525,11.0083,8.506,1.3812,0.149572,
7.00525,11.0083,8.506,1.3808,0.150364,
7.00525,11.0083,8.506,1.38056,0.150824,
7.00525,11.0083,8.506,1.38023,0.151597,
7.00525,11.0083,8.506,1.38023,0.152407,
7.00525,11.0083,8.506,1.38023,0.152941,
7.00525,11.0083,8.506,1.38023,0.153604,
7.00525,11.0083,8.506,1.38023,0.154156,
7.00525,11.0083,8.506,1.38023,0.154469,
7.00525,11.0083,8.506,1.38023,0.154801,
7.00525,11.0083,8.506,1.38023,0.155242,
7.00525,11.0083,8.506,1.38023,0.155887,
7.00525,11.0083,8.506,1.38023,0.156623,
7.00525,11.0083,8.506,1.38023,0.157488,
7.00525,11.0083,8.506,1.38023,0.158427,
7.00525,11.0083,8.506,1.38019,0.159568,
7.00525,11.0083,8.506,1.37942,0.160747,
7.00525,11.0083,8.506,1.37861,0.162054,
7.00525,11.0083,8.506,1.37756,0.163158,
7.00525,11.0083,8.506,1.37636,0.164152,
7.00525,11.0083,8.506,1.37498,0.164999,
7.00525,11.0083,8.506,1.37373,0.165533,
7.00525,11.0083,8.506,1.37191,0.166122,
7.00525,11.0083,8.506,1.3699,0.166453,
7.00525,11.0083,8.506,1.36778,0.16684,
7.00525,11.0083,8.506,1.36578,0.16684,
7.00525,11.0083,8.506,1.36377,0.16684,
7.00525,11.0083,8.506,1.36184,0.16684,
7.00525,11.0083,8.506,1.36,0.165975,
7.00525,11.0083,8.506,1.3583,0.165183,
7.00525,11.0083,8.506,1.35681,0.164392,
7.00525,11.0083,8.506,1.35565,0.163803,
7.00525,11.0083,8.506,1.35449,0.163121,
7.00525,11.0083,8.506,1.35372,0.162698,
7.00525,11.0083,8.506,1.35317,0.162238,
7.00525,11.0083,8.506,1.35283,0.162146,
7.00525,11.009,8.506,1.35254,0.162146,
7.00525,11.0103,8.5068,1.35223,0.162146,
7.00525,11.0138,8.50813,1.35195,0.163029,
7.00525,11.0198,8.51107,1.35164,0.164263,
7.00675,11.0279,8.51582,1.35127,0.165828,
7.00968,11.0393,8.52262,1.35075,0.167926,
7.01425,11.0532,8.53214,1.35017,0.170614,
7.02129,11.0722,8.54642,1.34934,0.17459,
7.0332,11.0979,8.56431,1.34825,0.179174,
7.04473,11.1205,8.58104,1.3472,0.183353,
7.05875,11.1458,8.59994,1.34601,0.187697,
7.0742,11.1717,8.61926,1.34472,0.191563,
7.09258,11.2008,8.64082,1.34323,0.195079,
7.10442,11.2187,8.65402,1.34218,0.196828,
7.12791,11.255,8.67983,1.34011,0.198908,
7.14481,11.2751,8.69538,1.33875,0.199571,
7.17402,11.3143,8.72337,1.33606,0.199829,
7.20731,11.3532,8.75692,1.33277,0.198964,
7.24676,11.4005,8.78852,1.32901,0.196699,
7.29325,11.4515,8.82591,1.32439,0.194306,
7.33714,11.4955,8.85618,1.32016,0.19241,
7.3799,11.5389,8.88822,1.31574,0.191011,
7.42411,11.5827,8.92076,1.31095,0.190035,
7.47318,11.6325,8.95719,1.30565,0.189833,
7.52326,11.6801,8.99315,1.30017,0.189833,
7.58318,11.7338,9.03493,1.29337,0.191177,
7.63958,11.7864,9.07861,1.28711,0.193128,
7.69585,11.8414,9.11602,1.28115,0.195724,
7.75316,11.892,9.15585,1.27522,0.199,
7.82138,11.9583,9.21308,1.26795,0.204173,
7.88475,12.0146,9.25352,1.26232,0.209125,
7.95286,12.0785,9.30226,1.25707,0.214703,
7.99201,12.1154,9.32647,1.25455,0.217814,
8.04684,12.1702,9.36717,1.25153,0.222214,
8.11119,12.2319,9.41788,1.24925,0.226908,
8.17468,12.2934,9.46455,1.24827,0.230609,
8.23305,12.3532,9.50509,1.24827,0.233554,
8.29185,12.4113,9.54907,1.24984,0.236094,
8.3536,12.4677,9.6047,1.2524,0.238064,
8.41274,12.5304,9.63977,1.25519,0.239334,
8.47431,12.5914,9.6898,1.25869,0.240384,
8.52426,12.649,9.72719,1.26166,0.240918,
8.57645,12.7,9.76662,1.26438,0.241065,
8.62809,12.7567,9.8117,1.26692,0.241415,
8.67547,12.8103,9.84741,1.26867,0.241654,
8.71657,12.8581,9.88206,1.26976,0.241654,
8.76189,12.9127,9.92128,1.27029,0.241654,
8.80085,12.9615,9.95602,1.27064,0.241654,
8.84023,13.0129,9.99517,1.26942,0.241654,
8.87774,13.0643,10.0337,1.26768,0.241654,
8.91092,13.1121,10.0611,1.26571,0.240789,
8.94634,13.1661,10.0981,1.26294,0.240789,
8.97478,13.2119,10.1292,1.26042,0.240236,
8.99923,13.2549,10.1577,1.25818,0.239887,
9.02297,13.297,10.188,1.25611,0.239574,
9.03676,13.3208,10.202,1.25518,0.23939,
9.04991,13.3458,10.2184,1.25431,0.239242,
9.07003,13.3852,10.2462,1.25357,0.238929,
9.08892,13.4235,10.2692,1.25357,0.238727,
9.10627,13.46,10.2947,1.25446,0.238727,
9.12425,13.4991,10.318,1.25573,0.23961,
9.14059,13.5369,10.3422,1.25799,0.240899,
9.15925,13.5796,10.3714,1.26096,0.242409,
9.1762,13.6175,10.3943,1.26348,0.243937,
9.19181,13.6536,10.4172,1.26593,0.245612,
9.20712,13.6883,10.4409,1.26812,0.247508,
9.21762,13.7128,10.4542,1.2693,0.248704,
9.2346,13.7476,10.4781,1.27084,0.250711,
9.25366,13.7859,10.5001,1.27196,0.252828,
9.27347,13.8237,10.5236,1.27276,0.254963,
9.29611,13.8648,10.5493,1.27322,0.257283,
9.32174,13.9095,10.5773,1.27358,0.259805,
9.34785,13.9551,10.6082,1.27366,0.262456,
9.37545,14.0021,10.6377,1.27393,0.265088,
9.40993,14.0537,10.6693,1.27439,0.267813,
9.43937,14.1,10.6993,1.27539,0.270427,
9.46894,14.1459,10.7294,1.27642,0.273152,
9.50002,14.1938,10.7609,1.27786,0.27595,
9.53341,14.2448,10.7945,1.27953,0.278858,
9.56613,14.296,10.8308,1.28133,0.281638,
9.58817,14.3268,10.849,1.2824,0.283276,
9.62413,14.3796,10.8843,1.28406,0.285817,
9.66117,14.4353,10.9239,1.28555,0.288192,
9.70093,14.492,10.9589,1.28658,0.290069,
9.74058,14.5504,11.0004,1.28748,0.291855,
9.78749,14.6118,11.0396,1.28798,0.293217,
9.82577,14.6654,11.0754,1.28831,0.294303,
9.86637,14.7221,11.1133,1.2884,0.295463,
9.90557,14.7767,11.1498,1.28866,0.296476,
9.94437,14.8305,11.1857,1.2889,0.297507,
9.98373,14.8848,11.2219,1.2889,0.298593,
10.0267,14.9435,11.2612,1.2889,0.299881,
10.0692,15.0015,11.2999,1.2889,0.301354,
10.111,15.061,11.3389,1.2889,0.302974,
10.1531,15.1208,11.3815,1.28892,0.304889,
10.2065,15.1892,11.4251,1.2903,0.307503,
10.2557,15.2575,11.4737,1.29225,0.310117,
10.3006,15.3203,11.5118,1.29485,0.312768,
10.3268,15.3576,11.5363,1.29676,0.314535,
10.3688,15.4178,11.5759,1.30044,0.317388,
10.4081,15.4752,11.6136,1.30464,0.320297,
10.4505,15.5383,11.6582,1.31002,0.323794,
